rome,rome_label,naf,naf_label,score
E1107,Organisation d'évènementiel,9002Z,Activités de soutien au spectacle vivant,1
E1107,Organisation d'évènementiel,7311Z,Activités des agences de publicité,1
E1107,Organisation d'évènementiel,9001Z,Arts du spectacle vivant,1
E1107,Organisation d'évènementiel,7022Z,Conseil pour les affaires et autres conseils de gestion,1
E1107,Organisation d'évènementiel,4771Z,Commerce de détail d'habillement en magasin spécialisé,1
E1107,Organisation d'évènementiel,5510Z,Hôtels et hébergement similaire,1
E1107,Organisation d'évènementiel,9499Z,Autres organisations fonctionnant par adhésion volontaire,1
E1107,Organisation d'évènementiel,8411Z,Administration publique générale,1
E1108,"Traduction, interprétariat",7430Z,Traduction et interprétation,5
E1108,"Traduction, interprétariat",8559B,Autres enseignements,1
E1108,"Traduction, interprétariat",8559A,Formation continue d'adultes,1
E1108,"Traduction, interprétariat",8542Z,Enseignement supérieur,1
E1108,"Traduction, interprétariat",7022Z,Conseil pour les affaires et autres conseils de gestion,1
E1108,"Traduction, interprétariat",8531Z,Enseignement secondaire général,1
E1108,"Traduction, interprétariat",9499Z,Autres organisations fonctionnant par adhésion volontaire,1
E1108,"Traduction, interprétariat",8899B,Action sociale sans hébergement n.c.a.,1
E1108,"Traduction, interprétariat",5510Z,Hôtels et hébergement similaire,1
E1108,"Traduction, interprétariat",8411Z,Administration publique générale,1
E1108,"Traduction, interprétariat",5610A,Restauration traditionnelle,1
E1201,Photographie,7420Z,Activités photographiques,5
E1201,Photographie,6391Z,Activités des agences de presse,1
E1201,Photographie,4932Z,Transports de voyageurs par taxis,1
E1201,Photographie,5912Z,"Post-production de films cinématographiques, de vidéo et de programmes de télévision",1
E1201,Photographie,4771Z,Commerce de détail d'habillement en magasin spécialisé,1
E1201,Photographie,9499Z,Autres organisations fonctionnant par adhésion volontaire,1
E1201,Photographie,5610A,Restauration traditionnelle,1
E1201,Photographie,5610C,Restauration de type rapide,1
E1201,Photographie,8411Z,Administration publique générale,1
E1202,Production en laboratoire cinématographique,5912Z,"Post-production de films cinématographiques, de vidéo et de programmes de télévision",5
E1202,Production en laboratoire cinématographique,5911C,Production de films pour le cinéma,5
E1202,Production en laboratoire cinématographique,5914Z,Projection de films cinématographiques,3
E1202,Production en laboratoire cinématographique,5610A,Restauration traditionnelle,3
E1202,Production en laboratoire cinématographique,5911A,Production de films et de programmes pour la télévision,1
E1202,Production en laboratoire cinématographique,8542Z,Enseignement supérieur,1
E1202,Production en laboratoire cinématographique,2910Z,Construction de véhicules automobiles,1
E1202,Production en laboratoire cinématographique,8531Z,Enseignement secondaire général,1
E1203,Production en laboratoire photographique,7420Z,Activités photographiques,5
E1203,Production en laboratoire photographique,2680Z,Fabrication de supports magnétiques et optiques,2
E1203,Production en laboratoire photographique,5912Z,"Post-production de films cinématographiques, de vidéo et de programmes de télévision",1
E1203,Production en laboratoire photographique,4771Z,Commerce de détail d'habillement en magasin spécialisé,1
E1203,Production en laboratoire photographique,8710A,Hébergement médicalisé pour personnes âgées,1
E1203,Production en laboratoire photographique,8531Z,Enseignement secondaire général,1
E1203,Production en laboratoire photographique,8411Z,Administration publique générale,1
E1203,Production en laboratoire photographique,5610A,Restauration traditionnelle,1
E1204,Projection cinéma,5914Z,Projection de films cinématographiques,5
E1204,Projection cinéma,9002Z,Activités de soutien au spectacle vivant,1
E1204,Projection cinéma,9001Z,Arts du spectacle vivant,1
E1204,Projection cinéma,9499Z,Autres organisations fonctionnant par adhésion volontaire,1
E1204,Projection cinéma,8411Z,Administration publique générale,1
E1204,Projection cinéma,5610A,Restauration traditionnelle,1
E1205,Réalisation de contenus multimédias,5912Z,"Post-production de films cinématographiques, de vidéo et de programmes de télévision",5
E1205,Réalisation de contenus multimédias,5911C,Production de films pour le cinéma,5
E1205,Réalisation de contenus multimédias,5821Z,Édition de jeux électroniques,4
E1205,Réalisation de contenus multimédias,1813Z,Activités de pré-presse,4
E1205,Réalisation de contenus multimédias,5911A,Production de films et de programmes pour la télévision,4
E1205,Réalisation de contenus multimédias,5911B,Production de films institutionnels et publicitaires,3
E1205,Réalisation de contenus multimédias,1724Z,Fabrication de papiers peints,3
E1205,Réalisation de contenus multimédias,1104Z,Production d'autres boissons fermentées non distillées,3
E1205,Réalisation de contenus multimédias,1812Z,Autre imprimerie (labeur),3
E1205,Réalisation de contenus multimédias,7410Z,Activités spécialisées de design,3
E1205,Réalisation de contenus multimédias,7311Z,Activités des agences de publicité,2
E1205,Réalisation de contenus multimédias,1330Z,Ennoblissement textile,1
E1205,Réalisation de contenus multimédias,6020B,Édition de chaînes thématiques,1
E1205,Réalisation de contenus multimédias,5813Z,Édition de journaux,1
E1205,Réalisation de contenus multimédias,9003B,Autre création artistique,1
E1301,Conduite de machines d'impression,1811Z,Imprimerie de journaux,5
E1301,Conduite de machines d'impression,1812Z,Autre imprimerie (labeur),5
E1301,Conduite de machines d'impression,1729Z,Fabrication d'autres articles en papier ou en carton,4
E1301,Conduite de machines d'impression,1820Z,Reproduction d'enregistrements,3
E1301,Conduite de machines d'impression,1814Z,Reliure et activités connexes,3
E1301,Conduite de machines d'impression,1721C,Fabrication d'emballages en papier,2
E1301,Conduite de machines d'impression,1723Z,Fabrication d'articles de papeterie,2
E1301,Conduite de machines d'impression,1721B,Fabrication de cartonnages,2
E1301,Conduite de machines d'impression,1330Z,Ennoblissement textile,2
E1301,Conduite de machines d'impression,2899A,Fabrication de machines d'imprimerie,2
E1301,Conduite de machines d'impression,1813Z,Activités de pré-presse,2
E1301,Conduite de machines d'impression,8411Z,Administration publique générale,1
E1301,Conduite de machines d'impression,5610A,Restauration traditionnelle,1
E1302,Conduite de machines de façonnage routage,1814Z,Reliure et activités connexes,5
E1302,Conduite de machines de façonnage routage,1812Z,Autre imprimerie (labeur),3
E1302,Conduite de machines de façonnage routage,6311Z,"Traitement de données, hébergement et activités connexes",1
E1302,Conduite de machines de façonnage routage,8411Z,Administration publique générale,1
E1303,Encadrement des industries graphiques,1812Z,Autre imprimerie (labeur),5
E1303,Encadrement des industries graphiques,7311Z,Activités des agences de publicité,3
E1303,Encadrement des industries graphiques,1729Z,Fabrication d'autres articles en papier ou en carton,1
E1303,Encadrement des industries graphiques,1813Z,Activités de pré-presse,1
E1303,Encadrement des industries graphiques,5811Z,Édition de livres,1
E1303,Encadrement des industries graphiques,7022Z,Conseil pour les affaires et autres conseils de gestion,1
E1304,Façonnage et routage,1814Z,Reliure et activités connexes,5
E1304,Façonnage et routage,1812Z,Autre imprimerie (labeur),1
E1304,Façonnage et routage,5229B,Affrètement et organisation des transports,1
E1304,Façonnage et routage,7830Z,Autre mise à disposition de ressources humaines,1
E1304,Façonnage et routage,8121Z,Nettoyage courant des bâtiments,1
E1304,Façonnage et routage,8411Z,Administration publique générale,1
E1305,Préparation et correction en édition et presse,5811Z,Édition de livres,5
E1305,Préparation et correction en édition et presse,5814Z,Édition de revues et périodiques,5
E1305,Préparation et correction en édition et presse,8559B,Autres enseignements,5
E1305,Préparation et correction en édition et presse,9499Z,Autres organisations fonctionnant par adhésion volontaire,5
E1305,Préparation et correction en édition et presse,8542Z,Enseignement supérieur,1
E1305,Préparation et correction en édition et presse,8559A,Formation continue d'adultes,1
E1305,Préparation et correction en édition et presse,7022Z,Conseil pour les affaires et autres conseils de gestion,1
E1305,Préparation et correction en édition et presse,8531Z,Enseignement secondaire général,1
E1305,Préparation et correction en édition et presse,7830Z,Autre mise à disposition de ressources humaines,1
E1305,Préparation et correction en édition et presse,8411Z,Administration publique générale,1
E1306,Prépresse,1813Z,Activités de pré-presse,5
E1306,Prépresse,1724Z,Fabrication de papiers peints,5
E1306,Prépresse,1812Z,Autre imprimerie (labeur),3
E1306,Prépresse,1729Z,Fabrication d'autres articles en papier ou en carton,2
E1306,Prépresse,1820Z,Reproduction d'enregistrements,2
E1306,Prépresse,7311Z,Activités des agences de publicité,1
E1306,Prépresse,5610C,Restauration de type rapide,1
E1306,Prépresse,8411Z,Administration publique générale,1
E1306,Prépresse,5610A,Restauration traditionnelle,1
E1307,Reprographie,1812Z,Autre imprimerie (labeur),5
E1307,Reprographie,8219Z,"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau",5
E1307,Reprographie,7022Z,Conseil pour les affaires et autres conseils de gestion,5
E1307,Reprographie,1813Z,Activités de pré-presse,1
E1307,Reprographie,8559A,Formation continue d'adultes,1
E1307,Reprographie,8411Z,Administration publique générale,1
E1308,Intervention technique en industrie graphique,1814Z,Reliure et activités connexes,5
E1308,Intervention technique en industrie graphique,1812Z,Autre imprimerie (labeur),5
E1308,Intervention technique en industrie graphique,5811Z,Édition de livres,3
E1308,Intervention technique en industrie graphique,7311Z,Activités des agences de publicité,3
E1308,Intervention technique en industrie graphique,1813Z,Activités de pré-presse,1
E1308,Intervention technique en industrie graphique,7022Z,Conseil pour les affaires et autres conseils de gestion,1
E1308,Intervention technique en industrie graphique,8531Z,Enseignement secondaire général,1
E1308,Intervention technique en industrie graphique,8411Z,Administration publique générale,1
E1401,Développement et promotion publicitaire,7311Z,Activités des agences de publicité,5
E1401,Développement et promotion publicitaire,7022Z,Conseil pour les affaires et autres conseils de gestion,3
E1401,Développement et promotion publicitaire,7021Z,Conseil en relations publiques et communication,1
E1401,Développement et promotion publicitaire,7312Z,Régie publicitaire de médias,1
E1401,Développement et promotion publicitaire,5911B,Production de films institutionnels et publicitaires,1
E1401,Développement et promotion publicitaire,6201Z,Programmation informatique,1
E1401,Développement et promotion publicitaire,6202A,Conseil en systèmes et logiciels informatiques,1
E1401,Développement et promotion publicitaire,7010Z,Activités des sièges sociaux,1
E1401,Développement et promotion publicitaire,4771Z,Commerce de détail d'habillement en magasin spécialisé,1
E1401,Développement et promotion publicitaire,5610A,Restauration traditionnelle,1
E1402,Élaboration de plan média,7311Z,Activités des agences de publicité,5
E1402,Élaboration de plan média,7312Z,Régie publicitaire de médias,3
E1402,Élaboration de plan média,6201Z,Programmation informatique,3
E1402,Élaboration de plan média,7022Z,Conseil pour les affaires et autres conseils de gestion,3
E1402,Élaboration de plan média,6202A,Conseil en systèmes et logiciels informatiques,3
E1402,Élaboration de plan média,6311Z,"Traitement de données, hébergement et activités connexes",1
E1402,Élaboration de plan média,8559A,Formation continue d'adultes,1
E1402,Élaboration de plan média,7010Z,Activités des sièges sociaux,1
F1101,Architecture du BTP,7111Z,Activités d'architecture,5
F1101,Architecture du BTP,7410Z,Activités spécialisées de design,1
F1101,Architecture du BTP,7490A,Activité des économistes de la construction,1
F1101,Architecture du BTP,4110B,Promotion immobilière de bureaux,1
F1101,Architecture du BTP,7112B,"Ingénierie, études techniques",1
F1101,Architecture du BTP,8411Z,Administration publique générale,1
F1102,Conception - aménagement d'espaces intérieurs,7410Z,Activités spécialisées de design,5
F1102,Conception - aménagement d'espaces intérieurs,1724Z,Fabrication de papiers peints,5
F1102,Conception - aménagement d'espaces intérieurs,7111Z,Activités d'architecture,4
F1102,Conception - aménagement d'espaces intérieurs,4759A,Commerce de détail de meubles,4
F1102,Conception - aménagement d'espaces intérieurs,4615Z,"Intermédiaires du commerce en meubles, articles de ménage et quincaillerie",2
F1102,Conception - aménagement d'espaces intérieurs,4665Z,Commerce de gros (commerce interentreprises) de mobilier de bureau,2
F1102,Conception - aménagement d'espaces intérieurs,4753Z,"Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé",2
F1102,Conception - aménagement d'espaces intérieurs,7490A,Activité des économistes de la construction,2
F1102,Conception - aménagement d'espaces intérieurs,8421Z,Affaires étrangères,2
F1102,Conception - aménagement d'espaces intérieurs,7112B,"Ingénierie, études techniques",1
F1102,Conception - aménagement d'espaces intérieurs,7022Z,Conseil pour les affaires et autres conseils de gestion,1
F1102,Conception - aménagement d'espaces intérieurs,4771Z,Commerce de détail d'habillement en magasin spécialisé,1
F1102,Conception - aménagement d'espaces intérieurs,5610A,Restauration traditionnelle,1
F1102,Conception - aménagement d'espaces intérieurs,8411Z,Administration publique générale,1
F1103,Contrôle et diagnostic technique du bâtiment,7120B,"Analyses, essais et inspections techniques",5
F1103,Contrôle et diagnostic technique du bâtiment,7112B,"Ingénierie, études techniques",1
F1103,Contrôle et diagnostic technique du bâtiment,4399C,Travaux de maçonnerie générale et gros œuvre de bâtiment,1
F1104,Dessin BTP,7111Z,Activités d'architecture,5
F1104,Dessin BTP,7490A,Activité des économistes de la construction,4
F1104,Dessin BTP,7112B,"Ingénierie, études techniques",4
F1104,Dessin BTP,7112A,Activité des géomètres,2
F1104,Dessin BTP,1811Z,Imprimerie de journaux,2
F1104,Dessin BTP,4110A,Promotion immobilière de logements,2
F1104,Dessin BTP,6611Z,Administration de marchés financiers,2
F1104,Dessin BTP,4222Z,Construction de réseaux électriques et de télécommunications,1
F1104,Dessin BTP,4332B,Travaux de menuiserie métallique et serrurerie,1
F1104,Dessin BTP,4120A,Construction de maisons individuelles,1
F1104,Dessin BTP,4322B,Travaux d'installation d'équipements thermiques et de climatisation,1
F1104,Dessin BTP,4321A,Travaux d'installation électrique dans tous locaux,1
F1104,Dessin BTP,4399C,Travaux de maçonnerie générale et gros œuvre de bâtiment,1
F1104,Dessin BTP,8411Z,Administration publique générale,1
F1105,Études géologiques,0610Z,Extraction de pétrole brut,5
F1105,Études géologiques,4313Z,Forages et sondages,2
F1105,Études géologiques,7112B,"Ingénierie, études techniques",2
F1105,Études géologiques,7220Z,Recherche-développement en sciences humaines et sociales,1
F1105,Études géologiques,7219Z,Recherche-développement en autres sciences physiques et naturelles,1
F1105,Études géologiques,7120B,"Analyses, essais et inspections techniques",1
F1105,Études géologiques,7490B,"Activités spécialisées, scientifiques et techniques diverses",1
F1105,Études géologiques,8542Z,Enseignement supérieur,1
F1105,Études géologiques,6202A,Conseil en systèmes et logiciels informatiques,1
F1105,Études géologiques,9499Z,Autres organisations fonctionnant par adhésion volontaire,1
F1105,Études géologiques,8411Z,Administration publique générale,1
F1106,Ingénierie et études du BTP,7490A,Activité des économistes de la construction,5
F1106,Ingénierie et études du BTP,7112B,"Ingénierie, études techniques",5
F1106,Ingénierie et études du BTP,4322B,Travaux d'installation d'équipements thermiques et de climatisation,4
F1106,Ingénierie et études du BTP,4110B,Promotion immobilière de bureaux,2
F1106,Ingénierie et études du BTP,3512Z,Transport d'électricité,2
F1106,Ingénierie et études du BTP,3530Z,Production et distribution de vapeur et d'air conditionné,2
F1106,Ingénierie et études du BTP,4110C,Promotion immobilière d'autres bâtiments,2
F1106,Ingénierie et études du BTP,7120B,"Analyses, essais et inspections techniques",2
F1106,Ingénierie et études du BTP,2365Z,Fabrication d'ouvrages en fibre-ciment,2
F1106,Ingénierie et études du BTP,4674B,Commerce de gros (commerce interentreprises) de fournitures pour la plomberie et le chauffage,2
F1106,Ingénierie et études du BTP,3320B,Installation de machines et équipements mécaniques,2
F1106,Ingénierie et études du BTP,4321A,Travaux d'installation électrique dans tous locaux,1
F1106,Ingénierie et études du BTP,4120B,Construction d'autres bâtiments,1
F1106,Ingénierie et études du BTP,4399C,Travaux de maçonnerie générale et gros œuvre de bâtiment,1
F1106,Ingénierie et études du BTP,8411Z,Administration publique générale,1
F1107,Mesures topographiques,7112A,Activité des géomètres,5
F1107,Mesures topographiques,7112B,"Ingénierie, études techniques",1
F1107,Mesures topographiques,4221Z,Construction de réseaux pour fluides,1
F1107,Mesures topographiques,4222Z,Construction de réseaux électriques et de télécommunications,1
F1107,Mesures topographiques,4211Z,Construction de routes et autoroutes,1
F1107,Mesures topographiques,4312A,Travaux de terrassement courants et travaux préparatoires,1
F1107,Mesures topographiques,8411Z,Administration publique générale,1
F1108,Métré de la construction,7490A,Activité des économistes de la construction,5
F1108,Métré de la construction,8421Z,Affaires étrangères,2
F1108,Métré de la construction,7111Z,Activités d'architecture,1
F1108,Métré de la construction,4332A,Travaux de menuiserie bois et PVC,1
F1108,Métré de la construction,4120A,Construction de maisons individuelles,1
F1108,Métré de la construction,4332B,Travaux de menuiserie métallique et serrurerie,1
F1108,Métré de la construction,7112B,"Ingénierie, études techniques",1
F1108,Métré de la construction,4334Z,Travaux de peinture et vitrerie,1
F1108,Métré de la construction,4120B,Construction d'autres bâtiments,1
F1108,Métré de la construction,4399C,Travaux de maçonnerie générale et gros œuvre de bâtiment,1
F1108,Métré de la construction,8411Z,Administration publique générale,1
F1201,Conduite de travaux du BTP,7490A,Activité des économistes de la construction,5
F1201,Conduite de travaux du BTP,7112B,"Ingénierie, études techniques",4
F1201,Conduite de travaux du BTP,4120B,Construction d'autres bâtiments,4
F1201,Conduite de travaux du BTP,4120A,Construction de maisons individuelles,3
F1201,Conduite de travaux du BTP,4212Z,Construction de voies ferrées de surface et souterraines,2
F1201,Conduite de travaux du BTP,4291Z,Construction d'ouvrages maritimes et fluviaux,2
F1201,Conduite de travaux du BTP,7111Z,Activités d'architecture,2
F1201,Conduite de travaux du BTP,4110A,Promotion immobilière de logements,2
F1201,Conduite de travaux du BTP,0990Z,Activités de soutien aux autres industries extractives,2
F1201,Conduite de travaux du BTP,4213A,Construction d'ouvrages d'art,2
F1201,Conduite de travaux du BTP,4299Z,Construction d'autres ouvrages de génie civil n.c.a.,2
F1201,Conduite de travaux du BTP,4110C,Promotion immobilière d'autres bâtiments,2
F1201,Conduite de travaux du BTP,4110B,Promotion immobilière de bureaux,2
F1201,Conduite de travaux du BTP,4312A,Travaux de terrassement courants et travaux préparatoires,1
F1201,Conduite de travaux du BTP,4399C,Travaux de maçonnerie générale et gros œuvre de bâtiment,1
F1202,Direction de chantier du BTP,4211Z,Construction de routes et autoroutes,5
F1202,Direction de chantier du BTP,4312A,Travaux de terrassement courants et travaux préparatoires,5
F1202,Direction de chantier du BTP,4120B,Construction d'autres bâtiments,5
F1202,Direction de chantier du BTP,4221Z,Construction de réseaux pour fluides,4
F1202,Direction de chantier du BTP,4312B,Travaux de terrassement spécialisés ou de grande masse,3
F1202,Direction de chantier du BTP,0164Z,Traitement des semences,3
F1202,Direction de chantier du BTP,4213A,Construction d'ouvrages d'art,3
F1202,Direction de chantier du BTP,4299Z,Construction d'autres ouvrages de génie civil n.c.a.,3
F1202,Direction de chantier du BTP,4213B,Construction et entretien de tunnels,3
F1202,Direction de chantier du BTP,4291Z,Construction d'ouvrages maritimes et fluviaux,3
F1202,Direction de chantier du BTP,4399C,Travaux de maçonnerie générale et gros œuvre de bâtiment,3
F1202,Direction de chantier du BTP,4222Z,Construction de réseaux électriques et de télécommunications,1
F1202,Direction de chantier du BTP,4120A,Construction de maisons individuelles,1
F1202,Direction de chantier du BTP,4321A,Travaux d'installation électrique dans tous locaux,1
F1202,Direction de chantier du BTP,4334Z,Travaux de peinture et vitrerie,1
F1203,Direction et ingénierie d'exploitation de gisements et de carrières,7112B,"Ingénierie, études techniques",5
F1203,Direction et ingénierie d'exploitation de gisements et de carrières,4313Z,Forages et sondages,1
F1203,Direction et ingénierie d'exploitation de gisements et de carrières,0812Z,"Exploitation de gravières et sablières, extraction d'argiles et de kaolin",1
F1203,Direction et ingénierie d'exploitation de gisements et de carrières,4312B,Travaux de terrassement spécialisés ou de grande masse,1
F1203,Direction et ingénierie d'exploitation de gisements et de carrières,4399D,Autres travaux spécialisés de construction,1
F1203,Direction et ingénierie d'exploitation de gisements et de carrières,7022Z,Conseil pour les affaires et autres conseils de gestion,1
F1203,Direction et ingénierie d'exploitation de gisements et de carrières,6202A,Conseil en systèmes et logiciels informatiques,1
F1203,Direction et ingénierie d'exploitation de gisements et de carrières,8010Z,Activités de sécurité privée,1
F1204,Sécurité et protection santé du BTP,7120B,"Analyses, essais et inspections techniques",5
F1204,Sécurité et protection santé du BTP,7112B,"Ingénierie, études techniques",5
F1204,Sécurité et protection santé du BTP,7490B,"Activités spécialisées, scientifiques et techniques diverses",1
F1204,Sécurité et protection santé du BTP,4221Z,Construction de réseaux pour fluides,1
F1204,Sécurité et protection santé du BTP,4120B,Construction d'autres bâtiments,1
F1204,Sécurité et protection santé du BTP,7022Z,Conseil pour les affaires et autres conseils de gestion,1
F1204,Sécurité et protection santé du BTP,8010Z,Activités de sécurité privée,1
F1204,Sécurité et protection santé du BTP,8411Z,Administration publique générale,1
F1301,Conduite de grue,4120B,Construction d'autres bâtiments,5
F1301,Conduite de grue,4399C,Travaux de maçonnerie générale et gros œuvre de bâtiment,5
F1301,Conduite de grue,4399E,Location avec opérateur de matériel de construction,2
F1301,Conduite de grue,4299Z,Construction d'autres ouvrages de génie civil n.c.a.,2
F1301,Conduite de grue,4120A,Construction de maisons individuelles,1
F1302,Conduite d'engins de terrassement et de carrière,0812Z,"Exploitation de gravières et sablières, extraction d'argiles et de kaolin",5
F1302,Conduite d'engins de terrassement et de carrière,4312B,Travaux de terrassement spécialisés ou de grande masse,5
F1302,Conduite d'engins de terrassement et de carrière,4221Z,Construction de réseaux pour fluides,5
F1302,Conduite d'engins de terrassement et de carrière,4312A,Travaux de terrassement courants et travaux préparatoires,5
F1302,Conduite d'engins de terrassement et de carrière,4211Z,Construction de routes et autoroutes,5
F1302,Conduite d'engins de terrassement et de carrière,0899Z,Autres activités extractives n.c.a.,4
F1302,Conduite d'engins de terrassement et de carrière,0990Z,Activités de soutien aux autres industries extractives,4
F1302,Conduite d'engins de terrassement et de carrière,4399E,Location avec opérateur de matériel de construction,4
F1302,Conduite d'engins de terrassement et de carrière,0729Z,Extraction d'autres minerais de métaux non ferreux,4
F1302,Conduite d'engins de terrassement et de carrière,0811Z,"Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise",4
F1302,Conduite d'engins de terrassement et de carrière,4311Z,Travaux de démolition,4
F1302,Conduite d'engins de terrassement et de carrière,2352Z,Fabrication de chaux et plâtre,4
F1302,Conduite d'engins de terrassement et de carrière,3812Z,Collecte des déchets dangereux,3
F1302,Conduite d'engins de terrassement et de carrière,1711Z,Fabrication de pâte à papier,3
F1302,Conduite d'engins de terrassement et de carrière,3821Z,Traitement et élimination des déchets non dangereux,3
F1401,Extraction liquide et gazeuse,4313Z,Forages et sondages,5
F1401,Extraction liquide et gazeuse,4399D,Autres travaux spécialisés de construction,2
F1401,Extraction liquide et gazeuse,3900Z,Dépollution et autres services de gestion des déchets,1
F1401,Extraction liquide et gazeuse,4312A,Travaux de terrassement courants et travaux préparatoires,1
F1401,Extraction liquide et gazeuse,7112B,"Ingénierie, études techniques",1
F1401,Extraction liquide et gazeuse,4399C,Travaux de maçonnerie générale et gros œuvre de bâtiment,1
F1402,Extraction solide,0729Z,Extraction d'autres minerais de métaux non ferreux,5
F1402,Extraction solide,4213B,Construction et entretien de tunnels,2
F1402,Extraction solide,0811Z,"Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise",2
F1402,Extraction solide,4221Z,Construction de réseaux pour fluides,1
F1402,Extraction solide,4399C,Travaux de maçonnerie générale et gros œuvre de bâtiment,1
F1402,Extraction solide,7010Z,Activités des sièges sociaux,1
F1402,Extraction solide,4120B,Construction d'autres bâtiments,1
F1402,Extraction solide,4312A,Travaux de terrassement courants et travaux préparatoires,1
F1402,Extraction solide,4939C,Téléphériques et remontées mécaniques,1
F1402,Extraction solide,0812Z,"Exploitation de gravières et sablières, extraction d'argiles et de kaolin",1
F1402,Extraction solide,4312B,Travaux de terrassement spécialisés ou de grande masse,1
F1402,Extraction solide,4399D,Autres travaux spécialisés de construction,1
F1402,Extraction solide,2370Z,"Taille, façonnage et finissage de pierres",1
F1402,Extraction solide,4313Z,Forages et sondages,1
F1402,Extraction solide,4213A,Construction d'ouvrages d'art,1
F1501,Montage de structures et de charpentes bois,4391A,Travaux de charpente,5
F1501,Montage de structures et de charpentes bois,1623Z,Fabrication de charpentes et d'autres menuiseries,2
F1501,Montage de structures et de charpentes bois,4391B,Travaux de couverture par éléments,2
F1501,Montage de structures et de charpentes bois,4332A,Travaux de menuiserie bois et PVC,1
F1501,Montage de structures et de charpentes bois,4120A,Construction de maisons individuelles,1
F1501,Montage de structures et de charpentes bois,4120B,Construction d'autres bâtiments,1
F1501,Montage de structures et de charpentes bois,4399C,Travaux de maçonnerie générale et gros œuvre de bâtiment,1
F1502,Montage de structures métalliques,4399B,Travaux de montage de structures métalliques,5
F1502,Montage de structures métalliques,4329A,Travaux d'isolation,4
F1502,Montage de structures métalliques,7732Z,Location et location-bail de machines et équipements pour la construction,2
F1502,Montage de structures métalliques,4399A,Travaux d'étanchéification,2
F1502,Montage de structures métalliques,2511Z,Fabrication de structures métalliques et de parties de structures,2
F1502,Montage de structures métalliques,4391B,Travaux de couverture par éléments,2
F1502,Montage de structures métalliques,0112Z,Culture du riz,1
F1502,Montage de structures métalliques,3320A,"Installation de structures métalliques, chaudronnées et de tuyauterie",1
F1502,Montage de structures métalliques,4332B,Travaux de menuiserie métallique et serrurerie,1
F1502,Montage de structures métalliques,4334Z,Travaux de peinture et vitrerie,1
F1502,Montage de structures métalliques,4399C,Travaux de maçonnerie générale et gros œuvre de bâtiment,1
F1503,Réalisation - installation d'ossatures bois,4391A,Travaux de charpente,5
F1503,Réalisation - installation d'ossatures bois,1623Z,Fabrication de charpentes et d'autres menuiseries,2
F1503,Réalisation - installation d'ossatures bois,4391B,Travaux de couverture par éléments,2
F1503,Réalisation - installation d'ossatures bois,4332A,Travaux de menuiserie bois et PVC,2
F1503,Réalisation - installation d'ossatures bois,0729Z,Extraction d'autres minerais de métaux non ferreux,1
F1503,Réalisation - installation d'ossatures bois,0990Z,Activités de soutien aux autres industries extractives,1
F1503,Réalisation - installation d'ossatures bois,2441Z,Production de métaux précieux,1
F1503,Réalisation - installation d'ossatures bois,3315Z,Réparation et maintenance navale,1
F1503,Réalisation - installation d'ossatures bois,4399C,Travaux de maçonnerie générale et gros œuvre de bâtiment,1
F1503,Réalisation - installation d'ossatures bois,4120B,Construction d'autres bâtiments,1
F1601,"Application et décoration en plâtre, stuc et staff",4331Z,Travaux de plâtrerie,5
F1601,"Application et décoration en plâtre, stuc et staff",2369Z,"Fabrication d'autres ouvrages en béton, en ciment ou en plâtre",2
F1601,"Application et décoration en plâtre, stuc et staff",4120A,Construction de maisons individuelles,1
F1601,"Application et décoration en plâtre, stuc et staff",4334Z,Travaux de peinture et vitrerie,1
F1601,"Application et décoration en plâtre, stuc et staff",4399C,Travaux de maçonnerie générale et gros œuvre de bâtiment,1
F1601,"Application et décoration en plâtre, stuc et staff",9499Z,Autres organisations fonctionnant par adhésion volontaire,1
F1601,"Application et décoration en plâtre, stuc et staff",8411Z,Administration publique générale,1
F1602,Électricité bâtiment,4321A,Travaux d'installation électrique dans tous locaux,5
F1602,Électricité bâtiment,3320D,"Installation d'équipements électriques, de matériels électroniques et optiques ou d'autres matériels",4
F1602,Électricité bâtiment,6130Z,Télécommunications par satellite,4
F1602,Électricité bâtiment,4222Z,Construction de réseaux électriques et de télécommunications,4
F1602,Électricité bâtiment,3320C,Conception d'ensemble et assemblage sur site industriel d'équipements de contrôle des processus industriels,4
F1602,Électricité bâtiment,3314Z,Réparation d'équipements électriques,4
F1602,Électricité bâtiment,4321B,Travaux d'installation électrique sur la voie publique,4
F1602,Électricité bâtiment,4322B,Travaux d'installation d'équipements thermiques et de climatisation,3
F1602,Électricité bâtiment,9512Z,Réparation d'équipements de communication,2
F1602,Électricité bâtiment,6110Z,Télécommunications filaires,2
F1602,Électricité bâtiment,9522Z,Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin,2
F1602,Électricité bâtiment,3313Z,Réparation de matériels électroniques et optiques,2
F1602,Électricité bâtiment,9521Z,Réparation de produits électroniques grand public,2
F1602,Électricité bâtiment,6190Z,Autres activités de télécommunication,2
F1602,Électricité bâtiment,3513Z,Distribution d'électricité,2
F1603,Installation d'équipements sanitaires et thermiques,4322A,Travaux d'installation d'eau et de gaz en tous locaux,5
