rome,rome_label,naf,naf_label,score
D1401,Assistanat commercial,4672Z,Commerce de gros (commerce interentreprises) de minerais et métaux,2.0
D1401,Assistanat commercial,6622Z,Activités des agents et courtiers d'assurances,2.0
D1401,Assistanat commercial,3099Z,Fabrication d'autres équipements de transport n.c.a.,2.0
D1401,Assistanat commercial,6831Z,Agences immobilières,2.0
D1401,Assistanat commercial,8291Z,Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle,2.0
D1401,Assistanat commercial,4644Z,"Commerce de gros (commerce interentreprises) de vaisselle, verrerie et produits d'entretien",2.0
D1402,Relation commerciale grands comptes et entreprises,5812Z,Édition de répertoires et de fichiers d'adresses,3.0
D1402,Relation commerciale grands comptes et entreprises,4635Z,Commerce de gros (commerce interentreprises) de produits à base de tabac,3.0
D1402,Relation commerciale grands comptes et entreprises,4666Z,Commerce de gros (commerce interentreprises) d'autres machines et équipements de bureau,3.0
D1402,Relation commerciale grands comptes et entreprises,1724Z,Fabrication de papiers peints,3.0
D1402,Relation commerciale grands comptes et entreprises,4799A,Vente à domicile,2.0
D1402,Relation commerciale grands comptes et entreprises,4511Z,Commerce de voitures et de véhicules automobiles légers,2.0
D1402,Relation commerciale grands comptes et entreprises,4669B,Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers,2.0
D1402,Relation commerciale grands comptes et entreprises,6831Z,Agences immobilières,2.0
D1402,Relation commerciale grands comptes et entreprises,6419Z,Autres intermédiations monétaires,2.0
D1402,Relation commerciale grands comptes et entreprises,7311Z,Activités des agences de publicité,2.0
D1402,Relation commerciale grands comptes et entreprises,4649Z,Commerce de gros (commerce interentreprises) d'autres biens domestiques,2.0
D1402,Relation commerciale grands comptes et entreprises,7312Z,Régie publicitaire de médias,2.0
D1402,Relation commerciale grands comptes et entreprises,4673B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de décoration,2.0
D1402,Relation commerciale grands comptes et entreprises,4613Z,Intermédiaires du commerce en bois et matériaux de construction,2.0
D1402,Relation commerciale grands comptes et entreprises,5811Z,Édition de livres,2.0
D1403,Relation commerciale auprès de particuliers,4799A,Vente à domicile,3.0
D1403,Relation commerciale auprès de particuliers,4742Z,Commerce de détail de matériels de télécommunication en magasin spécialisé,3.0
D1403,Relation commerciale auprès de particuliers,3521Z,Production de combustibles gazeux,2.0
D1403,Relation commerciale auprès de particuliers,1610B,Imprégnation du bois,2.0
D1403,Relation commerciale auprès de particuliers,8291Z,Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle,2.0
D1403,Relation commerciale auprès de particuliers,4613Z,Intermédiaires du commerce en bois et matériaux de construction,2.0
D1403,Relation commerciale auprès de particuliers,4664Z,Commerce de gros (commerce interentreprises) de machines pour l'industrie textile et l'habillement,2.0
D1403,Relation commerciale auprès de particuliers,4647Z,"Commerce de gros (commerce interentreprises) de meubles, de tapis et d'appareils d'éclairage",1.0
D1403,Relation commerciale auprès de particuliers,4332A,Travaux de menuiserie bois et PVC,1.0
D1403,Relation commerciale auprès de particuliers,8220Z,Activités de centres d'appels,1.0
D1403,Relation commerciale auprès de particuliers,6419Z,Autres intermédiations monétaires,1.0
D1403,Relation commerciale auprès de particuliers,4329A,Travaux d'isolation,1.0
D1403,Relation commerciale auprès de particuliers,4759A,Commerce de détail de meubles,1.0
D1403,Relation commerciale auprès de particuliers,6492Z,Autre distribution de crédit,1.0
D1403,Relation commerciale auprès de particuliers,4110A,Promotion immobilière de logements,1.0
D1404,Relation commerciale en vente de véhicules,4511Z,Commerce de voitures et de véhicules automobiles légers,3.0
D1404,Relation commerciale en vente de véhicules,4540Z,Commerce et réparation de motocycles,2.0
D1404,Relation commerciale en vente de véhicules,4519Z,Commerce d'autres véhicules automobiles,1.0
D1404,Relation commerciale en vente de véhicules,7711B,Location de longue durée de voitures et de véhicules automobiles légers,1.0
D1404,Relation commerciale en vente de véhicules,2824Z,Fabrication d'outillage portatif à moteur incorporé,1.0
D1404,Relation commerciale en vente de véhicules,4532Z,Commerce de détail d'équipements automobiles,1.0
D1404,Relation commerciale en vente de véhicules,4520A,Entretien et réparation de véhicules automobiles légers,1.0
D1405,Conseil en information médicale,4646Z,Commerce de gros (commerce interentreprises) de produits pharmaceutiques,2.0
D1405,Conseil en information médicale,4618Z,Intermédiaires spécialisés dans le commerce d'autres produits spécifiques,1.0
D1405,Conseil en information médicale,4774Z,Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé,1.0
D1405,Conseil en information médicale,7311Z,Activités des agences de publicité,1.0
D1406,Management en force de vente,1200Z,Fabrication de produits à base de tabac,1.0
D1406,Management en force de vente,5812Z,Édition de répertoires et de fichiers d'adresses,1.0
D1406,Management en force de vente,1041B,Fabrication d'huiles et graisses raffinées,1.0
D1406,Management en force de vente,4647Z,"Commerce de gros (commerce interentreprises) de meubles, de tapis et d'appareils d'éclairage",1.0
D1406,Management en force de vente,6399Z,Autres services d'information n.c.a.,1.0
D1406,Management en force de vente,4616Z,"Intermédiaires du commerce en textiles, habillement, fourrures, chaussures et articles en cuir",1.0
D1406,Management en force de vente,4666Z,Commerce de gros (commerce interentreprises) d'autres machines et équipements de bureau,1.0
D1406,Management en force de vente,8421Z,Affaires étrangères,1.0
D1406,Management en force de vente,4511Z,Commerce de voitures et de véhicules automobiles légers,1.0
D1406,Management en force de vente,7311Z,Activités des agences de publicité,1.0
D1407,Relation technico-commerciale,4669A,Commerce de gros (commerce interentreprises) de matériel électrique,3.0
D1407,Relation technico-commerciale,7733Z,Location et location-bail de machines de bureau et de matériel informatique,2.0
D1407,Relation technico-commerciale,4674A,Commerce de gros (commerce interentreprises) de quincaillerie,2.0
D1407,Relation technico-commerciale,4666Z,Commerce de gros (commerce interentreprises) d'autres machines et équipements de bureau,2.0
D1407,Relation technico-commerciale,5812Z,Édition de répertoires et de fichiers d'adresses,2.0
D1407,Relation technico-commerciale,4669B,Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers,2.0
D1407,Relation technico-commerciale,4673A,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction,2.0
D1407,Relation technico-commerciale,4665Z,Commerce de gros (commerce interentreprises) de mobilier de bureau,1.0
D1407,Relation technico-commerciale,4663Z,"Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil",1.0
D1407,Relation technico-commerciale,4644Z,"Commerce de gros (commerce interentreprises) de vaisselle, verrerie et produits d'entretien",1.0
D1407,Relation technico-commerciale,4669C,Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services,1.0
D1407,Relation technico-commerciale,6312Z,Portails Internet,1.0
D1407,Relation technico-commerciale,2015Z,Fabrication de produits azotés et d'engrais,1.0
D1407,Relation technico-commerciale,2849Z,Fabrication d'autres machines-outils,1.0
D1407,Relation technico-commerciale,4619B,Autres intermédiaires du commerce en produits divers,1.0
D1408,Téléconseil et télévente,8220Z,Activités de centres d'appels,4.0
D1408,Téléconseil et télévente,8291Z,Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle,2.0
D1408,Téléconseil et télévente,6530Z,Caisses de retraite,2.0
D1408,Téléconseil et télévente,3522Z,Distribution de combustibles gazeux par conduites,2.0
D1408,Téléconseil et télévente,3514Z,Commerce d'électricité,2.0
D1408,Téléconseil et télévente,6611Z,Administration de marchés financiers,2.0
D1408,Téléconseil et télévente,8430B,Gestion des retraites complémentaires,2.0
D1408,Téléconseil et télévente,6512Z,Autres assurances,2.0
D1408,Téléconseil et télévente,7320Z,Études de marché et sondages,2.0
D1408,Téléconseil et télévente,6622Z,Activités des agents et courtiers d'assurances,2.0
D1408,Téléconseil et télévente,8430A,Activités générales de sécurité sociale,2.0
D1408,Téléconseil et télévente,6629Z,Autres activités auxiliaires d'assurance et de caisses de retraite,2.0
D1408,Téléconseil et télévente,4791B,Vente à distance sur catalogue spécialisé,1.0
D1408,Téléconseil et télévente,4742Z,Commerce de détail de matériels de télécommunication en magasin spécialisé,1.0
D1408,Téléconseil et télévente,7733Z,Location et location-bail de machines de bureau et de matériel informatique,1.0
D1501,Animation de vente,7311Z,Activités des agences de publicité,3.0
D1501,Animation de vente,4619B,Autres intermédiaires du commerce en produits divers,2.0
D1501,Animation de vente,7320Z,Études de marché et sondages,2.0
D1501,Animation de vente,4725Z,Commerce de détail de boissons en magasin spécialisé,1.0
D1502,Management/gestion de rayon produits alimentaires,4723Z,"Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé",1.0
D1502,Management/gestion de rayon produits alimentaires,4711D,Supermarchés,1.0
D1502,Management/gestion de rayon produits alimentaires,4711C,Supérettes,1.0
D1502,Management/gestion de rayon produits alimentaires,4711F,Hypermarchés,1.0
D1502,Management/gestion de rayon produits alimentaires,4729Z,Autres commerces de détail alimentaires en magasin spécialisé,1.0
D1502,Management/gestion de rayon produits alimentaires,4711B,Commerce d'alimentation générale,1.0
D1503,Management/gestion de rayon produits non alimentaires,4612A,Centrales d'achat de carburant,1.0
D1503,Management/gestion de rayon produits non alimentaires,4752B,"Commerce de détail de quincaillerie, peintures et verres en grandes surfaces (400 m² et plus)",1.0
D1503,Management/gestion de rayon produits non alimentaires,4764Z,Commerce de détail d'articles de sport en magasin spécialisé,1.0
D1504,Direction de magasin de grande distribution,4711C,Supérettes,1.0
D1504,Direction de magasin de grande distribution,4711D,Supermarchés,1.0
D1505,Personnel de caisse,4711E,Magasins multi-commerces,3
D1505,Personnel de caisse,4711D,Supermarchés,3
D1505,Personnel de caisse,4711F,Hypermarchés,3
D1505,Personnel de caisse,4730Z,Commerce de détail de carburants en magasin spécialisé,3
D1505,Personnel de caisse,4711B,Commerce d'alimentation générale,2
D1505,Personnel de caisse,5610C,Restauration de type rapide,2
D1505,Personnel de caisse,4752B,"Commerce de détail de quincaillerie, peintures et verres en grandes surfaces (400 m² et plus)",2
D1505,Personnel de caisse,8810A,Aide à domicile,2
D1505,Personnel de caisse,4765Z,Commerce de détail de jeux et jouets en magasin spécialisé,2
D1505,Personnel de caisse,4719B,Autres commerces de détail en magasin non spécialisé,2
D1505,Personnel de caisse,4711C,Supérettes,2
D1505,Personnel de caisse,0990Z,Activités de soutien aux autres industries extractives,1
D1505,Personnel de caisse,4719A,Grands magasins,1
D1505,Personnel de caisse,1071D,Pâtisserie,1
D1505,Personnel de caisse,9601A,Blanchisserie-teinturerie de gros,1
D1507,Mise en rayon libre-service,4711D,Supermarchés,4
D1507,Mise en rayon libre-service,4711F,Hypermarchés,4
D1507,Mise en rayon libre-service,4711C,Supérettes,3
D1507,Mise en rayon libre-service,4711E,Magasins multi-commerces,3
D1507,Mise en rayon libre-service,4711A,Commerce de détail de produits surgelés,2
D1507,Mise en rayon libre-service,8121Z,Nettoyage courant des bâtiments,2
D1507,Mise en rayon libre-service,5610C,Restauration de type rapide,2
D1507,Mise en rayon libre-service,1106Z,Fabrication de malt,2
D1507,Mise en rayon libre-service,4729Z,Autres commerces de détail alimentaires en magasin spécialisé,2
D1507,Mise en rayon libre-service,4765Z,Commerce de détail de jeux et jouets en magasin spécialisé,2
D1507,Mise en rayon libre-service,4730Z,Commerce de détail de carburants en magasin spécialisé,2
D1507,Mise en rayon libre-service,4721Z,Commerce de détail de fruits et légumes en magasin spécialisé,2
D1507,Mise en rayon libre-service,4711B,Commerce d'alimentation générale,2
D1507,Mise en rayon libre-service,4719B,Autres commerces de détail en magasin non spécialisé,2
D1507,Mise en rayon libre-service,1011Z,Transformation et conservation de la viande de boucherie,1
D1508,Encadrement du personnel de caisses,1104Z,Production d'autres boissons fermentées non distillées,2.0
E1101,Animation de site multimédia,5821Z,Édition de jeux électroniques,1.0
E1101,Animation de site multimédia,7021Z,Conseil en relations publiques et communication,1.0
E1102,"Ecriture d'ouvrages, de livres",6010Z,Édition et diffusion de programmes radio,1.0
E1103,Communication,7021Z,Conseil en relations publiques et communication,4.0
E1103,Communication,8421Z,Affaires étrangères,3.0
E1103,Communication,9492Z,Activités des organisations politiques,3.0
E1103,Communication,5814Z,Édition de revues et périodiques,2.0
E1103,Communication,7022Z,Conseil pour les affaires et autres conseils de gestion,2.0
E1103,Communication,5812Z,Édition de répertoires et de fichiers d'adresses,2.0
E1103,Communication,7311Z,Activités des agences de publicité,2.0
E1103,Communication,9001Z,Arts du spectacle vivant,2.0
E1103,Communication,6391Z,Activités des agences de presse,2.0
E1103,Communication,6312Z,Portails Internet,2.0
E1103,Communication,6020B,Édition de chaînes thématiques,2.0
E1103,Communication,1811Z,Imprimerie de journaux,1.0
E1103,Communication,1420Z,Fabrication d'articles en fourrure,1.0
E1103,Communication,3211Z,Frappe de monnaie,1.0
E1103,Communication,6630Z,Gestion de fonds,1.0
E1104,Conception de contenus multimédias,5913B,Édition et distribution vidéo,2.0
E1104,Conception de contenus multimédias,5821Z,Édition de jeux électroniques,2.0
E1104,Conception de contenus multimédias,7021Z,Conseil en relations publiques et communication,2.0
E1104,Conception de contenus multimédias,6201Z,Programmation informatique,1.0
E1104,Conception de contenus multimédias,7311Z,Activités des agences de publicité,1.0
E1104,Conception de contenus multimédias,5912Z,"Post-production de films cinématographiques, de vidéo et de programmes de télévision",1.0
E1105,Coordination d'édition,5811Z,Édition de livres,4.0
E1105,Coordination d'édition,8421Z,Affaires étrangères,1.0
E1105,Coordination d'édition,5814Z,Édition de revues et périodiques,1.0
E1105,Coordination d'édition,4761Z,Commerce de détail de livres en magasin spécialisé,1.0
E1106,Journalisme et information média,6391Z,Activités des agences de presse,5.0
E1106,Journalisme et information média,5813Z,Édition de journaux,5.0
E1106,Journalisme et information média,5814Z,Édition de revues et périodiques,4.0
E1106,Journalisme et information média,6020B,Édition de chaînes thématiques,4.0
E1106,Journalisme et information média,6020A,Édition de chaînes généralistes,4.0
E1106,Journalisme et information média,6010Z,Édition et diffusion de programmes radio,4.0
E1106,Journalisme et information média,5911A,Production de films et de programmes pour la télévision,4.0
E1106,Journalisme et information média,1811Z,Imprimerie de journaux,3.0
E1106,Journalisme et information média,6399Z,Autres services d'information n.c.a.,2.0
E1106,Journalisme et information média,5819Z,Autres activités d'édition,1.0
E1106,Journalisme et information média,5811Z,Édition de livres,1.0
E1106,Journalisme et information média,7021Z,Conseil en relations publiques et communication,1.0
E1106,Journalisme et information média,5913A,Distribution de films cinématographiques,1.0
E1106,Journalisme et information média,3521Z,Production de combustibles gazeux,1.0
E1106,Journalisme et information média,5911B,Production de films institutionnels et publicitaires,1.0
E1107,Organisation d'évènementiel,8230Z,"Organisation de foires, salons professionnels et congrès",2.0
E1107,Organisation d'évènementiel,9319Z,Autres activités liées au sport,1.0
E1107,Organisation d'évènementiel,7912Z,Activités des voyagistes,1.0
E1107,Organisation d'évènementiel,7911Z,Activités des agences de voyage,1.0
E1107,Organisation d'évènementiel,7021Z,Conseil en relations publiques et communication,1.0
E1107,Organisation d'évènementiel,9002Z,Activités de soutien au spectacle vivant,1.0
E1108,"Traduction, interprétariat",7430Z,Traduction et interprétation,4.0
E1108,"Traduction, interprétariat",8559B,Autres enseignements,1.0
E1201,Photographie,7420Z,Activités photographiques,4.0
E1201,Photographie,6391Z,Activités des agences de presse,1.0
E1201,Photographie,4932Z,Transports de voyageurs par taxis,1.0
E1201,Photographie,5912Z,"Post-production de films cinématographiques, de vidéo et de programmes de télévision",1.0
E1203,Production en laboratoire photographique,7420Z,Activités photographiques,2.0
E1203,Production en laboratoire photographique,2680Z,Fabrication de supports magnétiques et optiques,1.0
E1204,Projection cinéma,5914Z,Projection de films cinématographiques,3.0
E1205,Réalisation de contenus multimédias,5912Z,"Post-production de films cinématographiques, de vidéo et de programmes de télévision",4.0
E1205,Réalisation de contenus multimédias,5911C,Production de films pour le cinéma,4.0
E1205,Réalisation de contenus multimédias,5821Z,Édition de jeux électroniques,3.0
E1205,Réalisation de contenus multimédias,1813Z,Activités de pré-presse,3.0
E1205,Réalisation de contenus multimédias,5911B,Production de films institutionnels et publicitaires,3.0
E1205,Réalisation de contenus multimédias,5911A,Production de films et de programmes pour la télévision,3.0
E1205,Réalisation de contenus multimédias,7410Z,Activités spécialisées de design,2.0
E1205,Réalisation de contenus multimédias,7311Z,Activités des agences de publicité,2.0
E1205,Réalisation de contenus multimédias,6201Z,Programmation informatique,2.0
E1205,Réalisation de contenus multimédias,1812Z,Autre imprimerie (labeur),2.0
E1205,Réalisation de contenus multimédias,1104Z,Production d'autres boissons fermentées non distillées,2.0
E1205,Réalisation de contenus multimédias,1724Z,Fabrication de papiers peints,2.0
E1205,Réalisation de contenus multimédias,4791B,Vente à distance sur catalogue spécialisé,1.0
E1205,Réalisation de contenus multimédias,0891Z,Extraction des minéraux chimiques et d'engrais minéraux,1.0
E1205,Réalisation de contenus multimédias,5829C,Édition de logiciels applicatifs,1.0
E1301,Conduite de machines d'impression,1811Z,Imprimerie de journaux,4.0
E1301,Conduite de machines d'impression,1812Z,Autre imprimerie (labeur),3.0
E1301,Conduite de machines d'impression,1729Z,Fabrication d'autres articles en papier ou en carton,3.0
E1301,Conduite de machines d'impression,1820Z,Reproduction d'enregistrements,2.0
E1301,Conduite de machines d'impression,1814Z,Reliure et activités connexes,2.0
E1301,Conduite de machines d'impression,1721B,Fabrication de cartonnages,2.0
E1301,Conduite de machines d'impression,1721C,Fabrication d'emballages en papier,1.0
E1301,Conduite de machines d'impression,1723Z,Fabrication d'articles de papeterie,1.0
E1301,Conduite de machines d'impression,1330Z,Ennoblissement textile,1.0
E1301,Conduite de machines d'impression,2899A,Fabrication de machines d'imprimerie,1.0
E1301,Conduite de machines d'impression,1813Z,Activités de pré-presse,1.0
E1302,Conduite de machines de façonnage routage,1814Z,Reliure et activités connexes,4.0
E1302,Conduite de machines de façonnage routage,1812Z,Autre imprimerie (labeur),2.0
E1303,Encadrement des industries graphiques,1812Z,Autre imprimerie (labeur),1.0
E1304,Façonnage et routage,1814Z,Reliure et activités connexes,3.0
E1304,Façonnage et routage,1812Z,Autre imprimerie (labeur),1.0
E1305,Préparation et correction en édition et presse,5811Z,Édition de livres,1.0
E1306,Prépresse,1813Z,Activités de pré-presse,3.0
E1306,Prépresse,1724Z,Fabrication de papiers peints,2.0
E1306,Prépresse,1812Z,Autre imprimerie (labeur),2.0
E1306,Prépresse,1729Z,Fabrication d'autres articles en papier ou en carton,1.0
E1306,Prépresse,1820Z,Reproduction d'enregistrements,1.0
E1306,Prépresse,7311Z,Activités des agences de publicité,1.0
E1308,Intervention technique en industrie graphique,1814Z,Reliure et activités connexes,1.0
E1308,Intervention technique en industrie graphique,5811Z,Édition de livres,1.0
E1308,Intervention technique en industrie graphique,1812Z,Autre imprimerie (labeur),1.0
E1401,Développement et promotion publicitaire,7021Z,Conseil en relations publiques et communication,1.0
E1401,Développement et promotion publicitaire,7312Z,Régie publicitaire de médias,1.0
E1401,Développement et promotion publicitaire,7311Z,Activités des agences de publicité,1.0
F1101,Architecture du BTP,7111Z,Activités d'architecture,5.0
F1101,Architecture du BTP,7410Z,Activités spécialisées de design,1.0
F1101,Architecture du BTP,7490A,Activité des économistes de la construction,1.0
F1101,Architecture du BTP,4110B,Promotion immobilière de bureaux,1.0
F1101,Architecture du BTP,7112B,"Ingénierie, études techniques",1.0
F1102,Conception - aménagement d'espaces intérieurs,7410Z,Activités spécialisées de design,3.0
F1102,Conception - aménagement d'espaces intérieurs,1724Z,Fabrication de papiers peints,2.0
F1102,Conception - aménagement d'espaces intérieurs,7111Z,Activités d'architecture,2.0
F1102,Conception - aménagement d'espaces intérieurs,4759A,Commerce de détail de meubles,2.0
F1102,Conception - aménagement d'espaces intérieurs,4615Z,"Intermédiaires du commerce en meubles, articles de ménage et quincaillerie",1.0
F1102,Conception - aménagement d'espaces intérieurs,4665Z,Commerce de gros (commerce interentreprises) de mobilier de bureau,1.0
F1102,Conception - aménagement d'espaces intérieurs,4753Z,"Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé",1.0
F1102,Conception - aménagement d'espaces intérieurs,7490A,Activité des économistes de la construction,1.0
F1102,Conception - aménagement d'espaces intérieurs,8421Z,Affaires étrangères,1.0
F1102,Conception - aménagement d'espaces intérieurs,4759B,Commerce de détail d'autres équipements du foyer,1.0
F1103,Contrôle et diagnostic technique du bâtiment,7120B,"Analyses, essais et inspections techniques",2.0
F1103,Contrôle et diagnostic technique du bâtiment,3900Z,Dépollution et autres services de gestion des déchets,1.0
F1104,Dessin BTP,7111Z,Activités d'architecture,3.0
F1104,Dessin BTP,7490A,Activité des économistes de la construction,2.0
F1104,Dessin BTP,7112B,"Ingénierie, études techniques",2.0
F1104,Dessin BTP,7112A,Activité des géomètres,1.0
F1104,Dessin BTP,1811Z,Imprimerie de journaux,1.0
F1104,Dessin BTP,4110A,Promotion immobilière de logements,1.0
F1104,Dessin BTP,6611Z,Administration de marchés financiers,1.0
F1104,Dessin BTP,4222Z,Construction de réseaux électriques et de télécommunications,1.0
F1104,Dessin BTP,4332B,Travaux de menuiserie métallique et serrurerie,1.0
F1104,Dessin BTP,4120A,Construction de maisons individuelles,1.0
F1105,Études géologiques,0610Z,Extraction de pétrole brut,2.0
F1105,Études géologiques,4313Z,Forages et sondages,1.0
F1105,Études géologiques,7220Z,Recherche-développement en sciences humaines et sociales,1.0
F1106,Ingénierie et études du BTP,7490A,Activité des économistes de la construction,2.0
F1106,Ingénierie et études du BTP,7112B,"Ingénierie, études techniques",2.0
F1106,Ingénierie et études du BTP,4322B,Travaux d'installation d'équipements thermiques et de climatisation,2.0
F1106,Ingénierie et études du BTP,7120B,"Analyses, essais et inspections techniques",2.0
F1106,Ingénierie et études du BTP,4110B,Promotion immobilière de bureaux,1.0
F1106,Ingénierie et études du BTP,3512Z,Transport d'électricité,1.0
F1106,Ingénierie et études du BTP,3530Z,Production et distribution de vapeur et d'air conditionné,1.0
F1106,Ingénierie et études du BTP,4110C,Promotion immobilière d'autres bâtiments,1.0
F1106,Ingénierie et études du BTP,2365Z,Fabrication d'ouvrages en fibre-ciment,1.0
F1106,Ingénierie et études du BTP,4674B,Commerce de gros (commerce interentreprises) de fournitures pour la plomberie et le chauffage,1.0
F1106,Ingénierie et études du BTP,3320B,Installation de machines et équipements mécaniques,1.0
F1106,Ingénierie et études du BTP,4321A,Travaux d'installation électrique dans tous locaux,1.0
F1106,Ingénierie et études du BTP,4322A,Travaux d'installation d'eau et de gaz en tous locaux,1.0
F1107,Mesures topographiques,7112A,Activité des géomètres,4.0
F1108,Métré de la construction,7490A,Activité des économistes de la construction,2.0
F1108,Métré de la construction,8421Z,Affaires étrangères,1.0
F1108,Métré de la construction,7111Z,Activités d'architecture,1.0
F1108,Métré de la construction,4332A,Travaux de menuiserie bois et PVC,1.0
F1201,Conduite de travaux du BTP,7490A,Activité des économistes de la construction,2.0
F1201,Conduite de travaux du BTP,4120A,Construction de maisons individuelles,2.0
F1201,Conduite de travaux du BTP,4120B,Construction d'autres bâtiments,2.0
F1201,Conduite de travaux du BTP,7112B,"Ingénierie, études techniques",2.0
F1201,Conduite de travaux du BTP,7111Z,Activités d'architecture,1.0
F1201,Conduite de travaux du BTP,4332A,Travaux de menuiserie bois et PVC,1.0
F1201,Conduite de travaux du BTP,4399C,Travaux de maçonnerie générale et gros œuvre de bâtiment,1.0
F1201,Conduite de travaux du BTP,4211Z,Construction de routes et autoroutes,1.0
F1201,Conduite de travaux du BTP,4312A,Travaux de terrassement courants et travaux préparatoires,1.0
F1201,Conduite de travaux du BTP,4291Z,Construction d'ouvrages maritimes et fluviaux,1.0
F1201,Conduite de travaux du BTP,0990Z,Activités de soutien aux autres industries extractives,1.0
F1201,Conduite de travaux du BTP,4110A,Promotion immobilière de logements,1.0
F1201,Conduite de travaux du BTP,4212Z,Construction de voies ferrées de surface et souterraines,1.0
F1201,Conduite de travaux du BTP,4213A,Construction d'ouvrages d'art,1.0
F1201,Conduite de travaux du BTP,4299Z,Construction d'autres ouvrages de génie civil n.c.a.,1.0
F1202,Direction de chantier du BTP,4211Z,Construction de routes et autoroutes,2.0
F1202,Direction de chantier du BTP,4221Z,Construction de réseaux pour fluides,2.0
F1202,Direction de chantier du BTP,4312A,Travaux de terrassement courants et travaux préparatoires,2.0
F1202,Direction de chantier du BTP,4120B,Construction d'autres bâtiments,2.0
F1202,Direction de chantier du BTP,4312B,Travaux de terrassement spécialisés ou de grande masse,1.0
F1202,Direction de chantier du BTP,0164Z,Traitement des semences,1.0
F1202,Direction de chantier du BTP,4213A,Construction d'ouvrages d'art,1.0
F1202,Direction de chantier du BTP,4299Z,Construction d'autres ouvrages de génie civil n.c.a.,1.0
F1202,Direction de chantier du BTP,4213B,Construction et entretien de tunnels,1.0
F1202,Direction de chantier du BTP,4291Z,Construction d'ouvrages maritimes et fluviaux,1.0
F1202,Direction de chantier du BTP,4399C,Travaux de maçonnerie générale et gros œuvre de bâtiment,1.0
F1202,Direction de chantier du BTP,4222Z,Construction de réseaux électriques et de télécommunications,1.0
F1202,Direction de chantier du BTP,4120A,Construction de maisons individuelles,1.0
F1301,Conduite de grue,4120B,Construction d'autres bâtiments,2.0
F1301,Conduite de grue,4299Z,Construction d'autres ouvrages de génie civil n.c.a.,2.0
F1301,Conduite de grue,4399C,Travaux de maçonnerie générale et gros œuvre de bâtiment,2.0
F1301,Conduite de grue,4399E,Location avec opérateur de matériel de construction,1.0
F1301,Conduite de grue,7732Z,Location et location-bail de machines et équipements pour la construction,1.0
F1301,Conduite de grue,4120A,Construction de maisons individuelles,1.0
F1302,Conduite d'engins de terrassement et de carrière,0812Z,"Exploitation de gravières et sablières, extraction d'argiles et de kaolin",4.0
F1302,Conduite d'engins de terrassement et de carrière,4312B,Travaux de terrassement spécialisés ou de grande masse,4.0
F1302,Conduite d'engins de terrassement et de carrière,4221Z,Construction de réseaux pour fluides,4.0
F1302,Conduite d'engins de terrassement et de carrière,4312A,Travaux de terrassement courants et travaux préparatoires,4.0
F1302,Conduite d'engins de terrassement et de carrière,4211Z,Construction de routes et autoroutes,4.0
F1302,Conduite d'engins de terrassement et de carrière,0899Z,Autres activités extractives n.c.a.,3.0
F1302,Conduite d'engins de terrassement et de carrière,0990Z,Activités de soutien aux autres industries extractives,3.0
F1302,Conduite d'engins de terrassement et de carrière,4399E,Location avec opérateur de matériel de construction,3.0
F1302,Conduite d'engins de terrassement et de carrière,0729Z,Extraction d'autres minerais de métaux non ferreux,3.0
F1302,Conduite d'engins de terrassement et de carrière,0811Z,"Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise",3.0
F1302,Conduite d'engins de terrassement et de carrière,4222Z,Construction de réseaux électriques et de télécommunications,3.0
F1302,Conduite d'engins de terrassement et de carrière,4311Z,Travaux de démolition,3.0
F1302,Conduite d'engins de terrassement et de carrière,2352Z,Fabrication de chaux et plâtre,3.0
F1302,Conduite d'engins de terrassement et de carrière,4120B,Construction d'autres bâtiments,2.0
F1302,Conduite d'engins de terrassement et de carrière,3821Z,Traitement et élimination des déchets non dangereux,2.0
F1401,Extraction liquide et gazeuse,4313Z,Forages et sondages,3.0
F1401,Extraction liquide et gazeuse,4399D,Autres travaux spécialisés de construction,1.0
F1402,Extraction solide,0729Z,Extraction d'autres minerais de métaux non ferreux,4.0
F1402,Extraction solide,0811Z,"Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise",2.0
F1402,Extraction solide,4213B,Construction et entretien de tunnels,2.0
F1402,Extraction solide,0990Z,Activités de soutien aux autres industries extractives,1.0
F1402,Extraction solide,4213A,Construction d'ouvrages d'art,1.0
F1501,Montage de structures et de charpentes bois,4391A,Travaux de charpente,4.0
F1501,Montage de structures et de charpentes bois,1623Z,Fabrication de charpentes et d'autres menuiseries,2.0
F1501,Montage de structures et de charpentes bois,4391B,Travaux de couverture par éléments,2.0
